word,word type,word list,school code,total features,total features 2,subject list,average,average2
alarm,noun,mturk2,5,,313,30,,10.43333333
album,noun,mturk2,5,,190,30,,6.333333333
algae,noun,mturk2,5,,214,30,,7.133333333
allegiance,noun,mturk2,5,,176,30,,5.866666667
allergy,noun,mturk2,5,,243,30,,8.1
almanac,noun,mturk2,5,,168,30,,5.6
alphabet,noun,mturk2,5,,285,30,,9.5
alter,verb,mturk2,5,,136,30,,4.533333333
alto,noun,mturk2,5,,190,30,,6.333333333
amateur,noun,mturk2,5,,198,30,,6.6
amaze,verb,mturk2,5,,164,30,,5.466666667
ambition,noun,mturk2,5,,210,30,,7
amp,noun,mturk2,5,,206,30,,6.866666667
analysis,noun,mturk2,5,,169,30,,5.633333333
anarchy,noun,mturk2,5,,164,30,,5.466666667
ancestor,noun,mturk2,5,,167,30,,5.566666667
angle,noun,mturk2,5,,229,30,,7.633333333
anisette,noun,mturk2,5,,175,30,,5.833333333
annihilate,verb,mturk2,5,,171,30,,5.7
announce,verb,mturk2,5,,222,30,,7.4
annual,adjective,mturk2,5,,201,30,,6.7
another,adjective,mturk2,5,,231,31,,7.451612903
anteater,noun,mturk2,5,,340,30,,11.33333333
antelope,noun,mturk2,5,,211,30,,7.033333333
antidote,noun,mturk2,5,,168,30,,5.6
antique,adjective,mturk2,5,,236,30,,7.866666667
antler,noun,mturk2,5,,281,29,,9.689655172
antlers,noun,mturk2,5,,323,30,,10.76666667
apathy,noun,mturk2,5,,183,30,,6.1
appeal,noun,mturk2,5,,221,30,,7.366666667
appearance,noun,mturk2,5,,277,30,,9.233333333
appendage,noun,mturk2,5,,368,30,,12.26666667
appliance,noun,mturk2,5,,260,30,,8.666666667
application,noun,mturk2,5,,323,30,,10.76666667
appraise,verb,mturk2,5,,193,30,,6.433333333
approval,noun,mturk2,5,,240,30,,8
architect,noun,mturk2,5,,224,30,,7.466666667
arena,noun,mturk2,5,,261,30,,8.7
aright,other,mturk2,5,,162,30,,5.4
aroma,noun,mturk2,5,,185,30,,6.166666667
artery,noun,mturk2,5,,295,30,,9.833333333
arts,noun,mturk2,5,,195,30,,6.5
ash,noun,mturk2,5,,211,30,,7.033333333
ashes,noun,mturk2,5,,210,30,,7
asphalt,noun,mturk2,5,,297,30,,9.9
aspirin,noun,mturk2,5,,298,30,,9.933333333
assignment,noun,mturk2,5,,184,30,,6.133333333
assistance,noun,mturk2,5,,211,30,,7.033333333
associate,verb,mturk2,5,,318,30,,10.6
asteroid,adjective,mturk2,5,,298,30,,9.933333333
astrology,noun,mturk2,5,,280,30,,9.333333333
astronaut,noun,mturk2,5,,266,30,,8.866666667
athlete,noun,mturk2,5,,255,30,,8.5
atlas,noun,mturk2,5,,240,30,,8
attend,verb,mturk2,5,,248,30,,8.266666667
attendance,noun,mturk2,5,,308,30,,10.26666667
attention,noun,mturk2,5,,235,30,,7.833333333
attire,noun,mturk2,5,,209,30,,6.966666667
attitude,noun,mturk2,5,,287,30,,9.566666667
attorney,noun,mturk2,5,,235,30,,7.833333333
attract,verb,mturk2,5,,236,30,,7.866666667
author,noun,mturk2,5,,209,30,,6.966666667
authority,noun,mturk2,5,,285,30,,9.5
autumn,noun,mturk2,5,,288,30,,9.6
avenue,noun,mturk2,5,,281,30,,9.366666667
awareness,noun,mturk2,5,,182,30,,6.066666667
awe,noun,mturk2,5,,164,30,,5.466666667
awesome,adjective,mturk2,5,,193,30,,6.433333333
awkward,adjective,mturk2,5,,207,30,,6.9
axon,noun,mturk2,5,,173,30,,5.766666667
backbone,noun,mturk2,5,,190,30,,6.333333333
background,noun,mturk2,5,,182,30,,6.066666667
bacteria,noun,mturk2,5,,142,30,,4.733333333
badge,noun,mturk2,5,,178,30,,5.933333333
bagel,noun,mturk2,5,,224,30,,7.466666667
baggage,noun,mturk2,5,,166,30,,5.533333333
bait,noun,mturk2,5,,160,30,,5.333333333
baker,noun,mturk2,5,,187,30,,6.233333333
balcony,noun,mturk2,5,,291,30,,9.7
ballot,noun,mturk2,5,,189,30,,6.3
ban,noun,mturk2,5,,183,30,,6.1
bandaid,noun,mturk2,5,,180,29,,6.206896552
bandanna,noun,mturk2,5,,259,30,,8.633333333
banker,noun,mturk2,5,,247,30,,8.233333333
banquet,noun,mturk2,5,,189,30,,6.3
barbecue,noun,mturk2,5,,296,30,,9.866666667
barrier,noun,mturk2,5,,197,30,,6.566666667
bartender,noun,mturk2,5,,203,30,,6.766666667
bay,noun,mturk2,5,,265,30,,8.833333333
be,verb,mturk2,5,,183,30,,6.1
bead,noun,mturk2,5,,246,30,,8.2
beauty,noun,mturk2,5,,117,30,,3.9
because,other,mturk2,5,,194,30,,6.466666667
become,verb,mturk2,5,,162,30,,5.4
beggar,noun,mturk2,5,,230,30,,7.666666667
behavior,noun,mturk2,5,,220,30,,7.333333333
belly,noun,mturk2,5,,159,30,,5.3
belong,verb,mturk2,5,,349,30,,11.63333333
benefit,noun,mturk2,5,,154,30,,5.133333333
bent,adjective,mturk2,5,,159,30,,5.3
bet,noun,mturk2,5,,250,30,,8.333333333
betray,verb,mturk2,5,,213,30,,7.1
bias,noun,mturk2,5,,227,30,,7.566666667
billboard,noun,mturk2,5,,152,30,,5.066666667
binder,noun,mturk2,5,,234,30,,7.8
birth,noun,mturk2,5,,273,30,,9.1
birthday,noun,mturk2,5,,238,30,,7.933333333
blackboard,noun,mturk2,5,,268,30,,8.933333333
blade,noun,mturk2,5,,204,30,,6.8
bless,verb,mturk2,5,,203,30,,6.766666667
block,noun,mturk2,5,,314,30,,10.46666667
blocks,noun,mturk2,5,,262,30,,8.733333333
bloom,noun,mturk2,5,,232,30,,7.733333333
blot,noun,mturk2,5,,161,30,,5.366666667
blubber,noun,mturk2,5,,235,30,,7.833333333
blues,noun,mturk2,5,,286,30,,9.533333333
bluff,noun,mturk2,5,,222,30,,7.4
blunt,verb,mturk2,5,,181,30,,6.033333333
blur,noun,mturk2,5,,168,30,,5.6
bog,noun,mturk2,5,,209,30,,6.966666667
bold,adjective,mturk2,5,,153,30,,5.1
bologna,noun,mturk2,5,,250,30,,8.333333333
bolt,noun,mturk2,5,,247,30,,8.233333333
bondage,noun,mturk2,5,,205,30,,6.833333333
boot,noun,mturk2,5,,249,30,,8.3
booth,noun,mturk2,5,,317,30,,10.56666667
border,noun,mturk2,5,,190,30,,6.333333333
bottom,noun,mturk2,5,,238,30,,7.933333333
bouillon,noun,mturk2,5,,242,30,,8.066666667
boulevard,noun,mturk2,5,,195,30,,6.5
bound,verb,mturk2,5,,215,30,,7.166666667
boundary,noun,mturk2,5,,312,31,,10.06451613
bounty,noun,mturk2,5,,255,30,,8.5
bowling,noun,mturk2,5,,296,30,,9.866666667
boxing,noun,mturk2,5,,329,30,,10.96666667
braces,noun,mturk2,5,,243,30,,8.1
brake,noun,mturk2,5,,340,30,,11.33333333
brand,noun,mturk2,5,,267,30,,8.9
brandy,noun,mturk2,5,,221,30,,7.366666667
brat,noun,mturk2,5,,235,30,,7.833333333
bravado,noun,mturk2,5,,191,30,,6.366666667
breakable,adjective,mturk2,5,,304,30,,10.13333333
breast,noun,mturk2,5,,213,30,,7.1
breath,noun,mturk2,5,,244,30,,8.133333333
breed,noun,mturk2,5,,222,30,,7.4
breeze,noun,mturk2,5,,218,30,,7.266666667
breezeway,noun,mturk2,5,,207,30,,6.9
bring,verb,mturk2,5,,309,30,,10.3
bristle,noun,mturk2,5,,273,30,,9.1
britannica,noun,mturk2,5,,205,30,,6.833333333
brittle,adjective,mturk2,5,,196,30,,6.533333333
broad,adjective,mturk2,5,,176,30,,5.866666667
broil,noun,mturk2,5,,271,30,,9.033333333
brook,noun,mturk2,5,,196,30,,6.533333333
bruise,noun,mturk2,5,,279,30,,9.3
brunette,adjective,mturk2,5,,204,30,,6.8
buck,noun,mturk2,5,,217,30,,7.233333333
bud,noun,mturk2,5,,250,30,,8.333333333
budget,noun,mturk2,5,,282,30,,9.4
bugle,noun,mturk2,5,,198,30,,6.6
bulletin,noun,mturk2,5,,232,30,,7.733333333
bullock,noun,mturk2,5,,133,30,,4.433333333
bully,noun,mturk2,5,,367,30,,12.23333333
burden,noun,mturk2,5,,250,30,,8.333333333
burglar,noun,mturk2,5,,182,30,,6.066666667
burglary,noun,mturk2,5,,282,30,,9.4
burial,noun,mturk2,5,,233,30,,7.766666667
burst,noun,mturk2,5,,208,30,,6.933333333
bury,verb,mturk2,5,,343,30,,11.43333333
button,noun,mturk2,5,,420,30,,14
buyer,noun,mturk2,5,,211,30,,7.033333333
buzz,noun,mturk2,5,,273,30,,9.1
caboose,noun,mturk2,5,,280,30,,9.333333333
cafe,noun,mturk2,5,,245,30,,8.166666667
caffeine,noun,mturk2,5,,283,30,,9.433333333
calculator,noun,mturk2,5,,348,30,,11.6
calendar,noun,mturk2,5,,392,30,,13.06666667
camping,noun,mturk2,5,,306,30,,10.2
canal,noun,mturk2,5,,242,30,,8.066666667
candidate,noun,mturk2,5,,242,30,,8.066666667
cane,noun,mturk2,5,,297,30,,9.9
canvas,noun,mturk2,5,,274,30,,9.133333333
canvass,noun,mturk2,5,,223,30,,7.433333333
canyon,noun,mturk2,5,,219,30,,7.3
cap,noun,mturk2,5,,255,30,,8.5
capacity,noun,mturk2,5,,216,30,,7.2
captain,noun,mturk2,5,,404,30,,13.46666667
caption,noun,mturk2,5,,235,30,,7.833333333
captive,adjective,mturk2,5,,263,30,,8.766666667
capture,noun,mturk2,5,,214,30,,7.133333333
caravan,noun,mturk2,5,,245,30,,8.166666667
carbon,noun,mturk2,5,,356,30,,11.86666667
cardboard,noun,mturk2,5,,209,30,,6.966666667
cardinal,adjective,mturk2,5,,280,30,,9.333333333
career,noun,mturk2,5,,297,30,,9.9
caress,noun,mturk2,5,,165,30,,5.5
carnival,noun,mturk2,5,,265,30,,8.833333333
carpenter,noun,mturk2,5,,243,30,,8.1
carton,noun,mturk2,5,,233,30,,7.766666667
case,noun,mturk2,5,,289,30,,9.633333333
cashew,noun,mturk2,5,,275,30,,9.166666667
catastrophe,noun,mturk2,5,,260,30,,8.666666667
catch,verb,mturk2,5,,171,30,,5.7
catcher,noun,mturk2,5,,246,30,,8.2
cattle,noun,mturk2,5,,236,30,,7.866666667
caution,noun,mturk2,5,,309,30,,10.3
cavern,noun,mturk2,5,,205,30,,6.833333333
cavity,noun,mturk2,5,,211,30,,7.033333333
celebration,noun,mturk2,5,,214,30,,7.133333333
celsius,adjective,mturk2,5,,440,58,,7.586206897
cement,noun,mturk2,5,,193,30,,6.433333333
cemetery,noun,mturk2,5,,265,30,,8.833333333
central,adjective,mturk2,5,,182,30,,6.066666667
century,noun,mturk2,5,,170,30,,5.666666667
ceramics,noun,mturk2,5,,300,30,,10
chairperson,noun,mturk2,5,,190,30,,6.333333333
chamber,noun,mturk2,5,,235,30,,7.833333333
champagne,noun,mturk2,5,,239,30,,7.966666667
champion,noun,mturk2,5,,233,30,,7.766666667
channel,noun,mturk2,5,,226,30,,7.533333333
chapter,noun,mturk2,5,,315,30,,10.5
character,noun,mturk2,5,,251,30,,8.366666667
charcoal,noun,mturk2,5,,420,30,,14
charge,noun,mturk2,5,,390,30,,13
chart,noun,mturk2,5,,213,30,,7.1
checkers,noun,mturk2,5,,270,30,,9
cheerleader,noun,mturk2,5,,253,30,,8.433333333
chef,noun,mturk2,5,,367,30,,12.23333333
chemical,adjective,mturk2,5,,200,30,,6.666666667
chemist,noun,mturk2,5,,286,30,,9.533333333
chess,noun,mturk2,5,,331,29,,11.4137931
childish,adjective,mturk2,5,,162,30,,5.4
chimpanzee,noun,mturk2,5,,246,30,,8.2
chinese,adjective,mturk2,5,,281,30,,9.366666667
chorus,noun,mturk2,5,,278,30,,9.266666667
christian,noun,mturk2,5,,250,30,,8.333333333
chromosomes,noun,mturk2,5,,187,30,,6.233333333
chunk,noun,mturk2,5,,274,30,,9.133333333
cinnamon,noun,mturk2,5,,258,30,,8.6
circumstance,noun,mturk2,5,,151,30,,5.033333333
citizen,noun,mturk2,5,,263,30,,8.766666667
claim,noun,mturk2,5,,279,30,,9.3
clarify,verb,mturk2,5,,169,30,,5.633333333
claw,noun,mturk2,5,,258,30,,8.6
cleaning,noun,mturk2,5,,372,30,,12.4
clench,verb,mturk2,5,,192,30,,6.4
clerk,noun,mturk2,5,,266,30,,8.866666667
clever,adjective,mturk2,5,,139,31,,4.483870968
click,noun,mturk2,5,,295,30,,9.833333333
climax,noun,mturk2,5,,258,30,,8.6
clippers,noun,mturk2,5,,217,30,,7.233333333
clog,verb,mturk2,5,,210,30,,7
clorox,noun,mturk2,5,,173,30,,5.766666667
cloud,noun,mturk2,5,,313,30,,10.43333333
clumsy,adjective,mturk2,5,,228,30,,7.6
coach,noun,mturk2,5,,309,30,,10.3
coal,noun,mturk2,5,,255,30,,8.5
coast,noun,mturk2,5,,277,30,,9.233333333
cob,noun,mturk2,5,,237,30,,7.9
cobbler,noun,mturk2,5,,234,30,,7.8
cobra,noun,mturk2,5,,252,30,,8.4
cobweb,noun,mturk2,5,,250,30,,8.333333333
cocoon,noun,mturk2,5,,254,30,,8.466666667
coffin,noun,mturk2,5,,280,30,,9.333333333
coleslaw,noun,mturk2,5,,305,30,,10.16666667
colonel,noun,mturk2,5,,288,30,,9.6
colt,noun,mturk2,5,,226,30,,7.533333333
column,noun,mturk2,5,,347,30,,11.56666667
combination,noun,mturk2,5,,228,30,,7.6
combine,verb,mturk2,5,,264,30,,8.8
comedian,noun,mturk2,5,,448,30,,14.93333333
comedy,noun,mturk2,5,,226,30,,7.533333333
comet,noun,mturk2,5,,328,30,,10.93333333
comma,noun,mturk2,5,,238,30,,7.933333333
commander,noun,mturk2,5,,235,30,,7.833333333
committee,noun,mturk2,5,,292,30,,9.733333333
common,adjective,mturk2,5,,174,30,,5.8
communication,noun,mturk2,5,,276,30,,9.2
community,noun,mturk2,5,,276,30,,9.2
companion,noun,mturk2,5,,186,30,,6.2
compass,noun,mturk2,5,,311,30,,10.36666667
compassion,noun,mturk2,5,,226,30,,7.533333333
competence,noun,mturk2,5,,199,30,,6.633333333
competition,noun,mturk2,5,,230,30,,7.666666667
complain,verb,mturk2,5,,259,30,,8.633333333
complete,adjective,mturk2,5,,161,30,,5.366666667
complex,adjective,mturk2,5,,219,30,,7.3
complicated,verb,mturk2,5,,217,30,,7.233333333
compliment,noun,mturk2,5,,219,30,,7.3
component,noun,mturk2,5,,195,30,,6.5
compose,verb,mturk2,5,,197,30,,6.566666667
compulsion,noun,mturk2,5,,214,30,,7.133333333
compute,verb,mturk2,5,,156,30,,5.2
concentrate,verb,mturk2,5,,298,30,,9.933333333
concept,noun,mturk2,5,,168,30,,5.6
conclude,noun,mturk2,5,,224,30,,7.466666667
conclusion,noun,mturk2,5,,218,30,,7.266666667
condemn,verb,mturk2,5,,205,30,,6.833333333
condition,noun,mturk2,5,,262,30,,8.733333333
conditioner,noun,mturk2,5,,221,30,,7.366666667
cone,noun,mturk2,5,,306,30,,10.2
confidence,noun,mturk2,5,,496,58,,8.551724138
conflict,noun,mturk2,5,,207,30,,6.9
confuse,verb,mturk2,5,,220,30,,7.333333333
connect,verb,mturk2,5,,210,30,,7
conquer,verb,mturk2,5,,217,30,,7.233333333
conquest,noun,mturk2,5,,225,30,,7.5
conscience,noun,mturk2,5,,228,30,,7.6
consequence,noun,mturk2,5,,262,30,,8.733333333
constitution,noun,mturk2,5,,256,30,,8.533333333
container,noun,mturk2,5,,250,30,,8.333333333
contemporary,adjective,mturk2,5,,243,30,,8.1
content,noun,mturk2,5,,236,30,,7.866666667
contest,noun,mturk2,5,,399,30,,13.3
context,noun,mturk2,5,,210,30,,7
contract,noun,mturk2,5,,322,30,,10.73333333
contractor,noun,mturk2,5,,314,30,,10.46666667
convent,noun,mturk2,5,,237,30,,7.9
conversation,noun,mturk2,5,,345,30,,11.5
convict,noun,mturk2,5,,268,30,,8.933333333
convince,verb,mturk2,5,,214,30,,7.133333333
cookbook,noun,mturk2,5,,221,30,,7.366666667
cooler,adjective,mturk2,5,,233,30,,7.766666667
copier,noun,mturk2,5,,295,30,,9.833333333
copper,noun,mturk2,5,,237,31,,7.64516129
cord,noun,mturk2,5,,325,30,,10.83333333
core,noun,mturk2,5,,249,30,,8.3
cornbeef,noun,mturk2,5,,381,30,,12.7
corporal,noun,mturk2,5,,243,30,,8.1
corporation,noun,mturk2,5,,279,30,,9.3
corpse,noun,mturk2,5,,231,30,,7.7
correct,adjective,mturk2,5,,161,30,,5.366666667
corridor,noun,mturk2,5,,217,30,,7.233333333
costume,noun,mturk2,5,,219,30,,7.3
county,noun,mturk2,5,,205,30,,6.833333333
couple,noun,mturk2,5,,221,30,,7.366666667
courage,noun,mturk2,5,,205,30,,6.833333333
courageous,adjective,mturk2,5,,167,30,,5.566666667
cousin,noun,mturk2,5,,278,30,,9.266666667
covered,adjective,mturk2,5,,181,30,,6.033333333
coward,noun,mturk2,5,,211,30,,7.033333333
cowgirl,noun,mturk2,5,,263,30,,8.766666667
cozy,adjective,mturk2,5,,148,30,,4.933333333
cradle,noun,mturk2,5,,261,30,,8.7
craft,noun,mturk2,5,,212,30,,7.066666667
crane,noun,mturk2,5,,254,30,,8.466666667
crater,noun,mturk2,5,,284,30,,9.466666667
crave,verb,mturk2,5,,187,30,,6.233333333
crawl,verb,mturk2,5,,293,30,,9.766666667
crayola,noun,mturk2,5,,322,30,,10.73333333
cream,noun,mturk2,5,,262,30,,8.733333333
crease,noun,mturk2,5,,183,30,,6.1
creation,noun,mturk2,5,,245,30,,8.166666667
creature,noun,mturk2,5,,245,30,,8.166666667
credit,noun,mturk2,5,,279,30,,9.3
crevice,noun,mturk2,5,,189,29,,6.517241379
crew,noun,mturk2,5,,299,30,,9.966666667
cricket,noun,mturk2,5,,208,30,,6.933333333
crisis,noun,mturk2,5,,155,30,,5.166666667
crisp,adjective,mturk2,5,,160,30,,5.333333333
criterion,noun,mturk2,5,,281,30,,9.366666667
criticize,verb,mturk2,5,,311,30,,10.36666667
crochet,verb,mturk2,5,,219,30,,7.3
crook,noun,mturk2,5,,235,30,,7.833333333
cross,noun,mturk2,5,,337,30,,11.23333333
crude,adjective,mturk2,5,,159,30,,5.3
crunch,noun,mturk2,5,,281,30,,9.366666667
crush,verb,mturk2,5,,167,30,,5.566666667
crust,noun,mturk2,5,,280,30,,9.333333333
crutch,noun,mturk2,5,,295,30,,9.833333333
crystal,noun,mturk2,5,,276,30,,9.2
cub,noun,mturk2,5,,192,30,,6.4
cuff,noun,mturk2,5,,231,30,,7.7
culture,noun,mturk2,5,,226,30,,7.533333333
curiosity,noun,mturk2,5,,235,30,,7.833333333
curious,adjective,mturk2,5,,218,30,,7.266666667
curse,noun,mturk2,5,,237,30,,7.9
cursive,adjective,mturk2,5,,241,30,,8.033333333
curve,noun,mturk2,5,,265,30,,8.833333333
curved,adjective,mturk2,5,,197,30,,6.566666667
cuss,verb,mturk2,5,,160,30,,5.333333333
custard,noun,mturk2,5,,209,30,,6.966666667
customer,noun,mturk2,5,,306,30,,10.2
cyclone,noun,mturk2,5,,238,30,,7.933333333
dairy,noun,mturk2,5,,250,30,,8.333333333
damage,noun,mturk2,5,,184,30,,6.133333333
damn,adjective,mturk2,5,,219,30,,7.3
dandruff,noun,mturk2,5,,223,30,,7.433333333
darkness,noun,mturk2,5,,195,30,,6.5
dart,noun,mturk2,5,,244,30,,8.133333333
daughter,noun,mturk2,5,,232,30,,7.733333333
dawn,noun,mturk2,5,,220,30,,7.333333333
deal,noun,mturk2,5,,244,30,,8.133333333
debate,noun,mturk2,5,,273,30,,9.1
deceit,noun,mturk2,5,,190,30,,6.333333333
decency,noun,mturk2,5,,201,30,,6.7
deception,noun,mturk2,5,,208,30,,6.933333333
decompose,verb,mturk2,5,,189,30,,6.3
decoration,noun,mturk2,5,,251,30,,8.366666667
decrease,noun,mturk2,5,,178,30,,5.933333333
defend,verb,mturk2,5,,284,30,,9.466666667
define,verb,mturk2,5,,236,30,,7.866666667
defrost,verb,mturk2,5,,218,30,,7.266666667
degrade,verb,mturk2,5,,216,30,,7.2
degree,noun,mturk2,5,,300,30,,10
delicious,adjective,mturk2,5,,173,30,,5.766666667
delight,noun,mturk2,5,,166,30,,5.533333333
delinquent,adjective,mturk2,5,,232,30,,7.733333333
deliver,verb,mturk2,5,,310,30,,10.33333333
demi,other,mturk2,5,,164,30,,5.466666667
democracy,noun,mturk2,5,,234,30,,7.8
democrat,noun,mturk2,5,,243,30,,8.1
demon,noun,mturk2,5,,211,30,,7.033333333
denial,noun,mturk2,5,,223,30,,7.433333333
dent,noun,mturk2,5,,255,30,,8.5
deny,verb,mturk2,5,,230,30,,7.666666667
department,noun,mturk2,5,,288,30,,9.6
depend,verb,mturk2,5,,231,30,,7.7
deposit,noun,mturk2,5,,280,30,,9.333333333
depth,noun,mturk2,5,,216,30,,7.2
deputy,noun,mturk2,5,,270,30,,9
designer,noun,mturk2,5,,239,30,,7.966666667
desire,noun,mturk2,5,,257,30,,8.566666667
destiny,noun,mturk2,5,,262,30,,8.733333333
detach,verb,mturk2,5,,171,30,,5.7
detective,noun,mturk2,5,,222,30,,7.4
deteriorate,verb,mturk2,5,,194,30,,6.466666667
determine,verb,mturk2,5,,193,30,,6.433333333
develop,verb,mturk2,5,,229,30,,7.633333333
development,noun,mturk2,5,,187,30,,6.233333333
dew,noun,mturk2,5,,220,30,,7.333333333
diagram,noun,mturk2,5,,289,30,,9.633333333
dial,noun,mturk2,5,,269,30,,8.966666667
diameter,noun,mturk2,5,,280,30,,9.333333333
dice,noun,mturk2,5,,295,30,,9.833333333
dictator,noun,mturk2,5,,210,30,,7
differ,verb,mturk2,5,,201,30,,6.7
difference,noun,mturk2,5,,238,30,,7.933333333
difficulty,noun,mturk2,5,,193,30,,6.433333333
dig,verb,mturk2,5,,324,30,,10.8
digger,noun,mturk2,5,,286,30,,9.533333333
digit,noun,mturk2,5,,155,30,,5.166666667
dignity,noun,mturk2,5,,223,30,,7.433333333
dilemma,noun,mturk2,5,,227,30,,7.566666667
diligence,noun,mturk2,5,,187,30,,6.233333333
dim,adjective,mturk2,5,,222,30,,7.4
diminish,verb,mturk2,5,,189,30,,6.3
dine,verb,mturk2,5,,211,30,,7.033333333
diner,noun,mturk2,5,,283,29,,9.75862069
dip,noun,mturk2,5,,248,30,,8.266666667
diploma,noun,mturk2,5,,285,30,,9.5
disallow,verb,mturk2,5,,169,30,,5.633333333
disaster,noun,mturk2,5,,217,30,,7.233333333
disbelief,noun,mturk2,5,,215,30,,7.166666667
disbelieve,verb,mturk2,5,,212,30,,7.066666667
discipline,noun,mturk2,5,,302,30,,10.06666667
discomfort,noun,mturk2,5,,297,30,,9.9
discourage,verb,mturk2,5,,264,30,,8.8
discovery,noun,mturk2,5,,322,30,,10.73333333
disgrace,noun,mturk2,5,,196,30,,6.533333333
disguise,noun,mturk2,5,,329,31,,10.61290323
disintegrate,verb,mturk2,5,,186,30,,6.2
dislike,verb,mturk2,5,,271,31,,8.741935484
disorder,noun,mturk2,5,,202,30,,6.733333333
disown,verb,mturk2,5,,222,30,,7.4
disperse,verb,mturk2,5,,168,29,,5.793103448
display,noun,mturk2,5,,252,30,,8.4
disregard,noun,mturk2,5,,163,30,,5.433333333
dissimilar,adjective,mturk2,5,,209,30,,6.966666667
dissolve,verb,mturk2,5,,226,30,,7.533333333
distance,noun,mturk2,5,,219,30,,7.3
distinct,adjective,mturk2,5,,179,30,,5.966666667
disturb,verb,mturk2,5,,138,30,,4.6
division,noun,mturk2,5,,192,30,,6.4
dominant,adjective,mturk2,5,,168,30,,5.6
dominate,verb,mturk2,5,,214,30,,7.133333333
doorbell,noun,mturk2,5,,389,30,,12.96666667
doorway,noun,mturk2,5,,219,30,,7.3
doubt,noun,mturk2,5,,223,30,,7.433333333
dough,noun,mturk2,5,,237,30,,7.9
downtown,noun,mturk2,5,,294,30,,9.8
dozen,noun,mturk2,5,,259,30,,8.633333333
dracula,noun,mturk2,5,,249,30,,8.3
dragon,noun,mturk2,5,,303,30,,10.1
drawing,noun,mturk2,5,,270,30,,9
dressing,noun,mturk2,5,,337,30,,11.23333333
driveway,noun,mturk2,5,,271,30,,9.033333333
drown,verb,mturk2,5,,237,30,,7.9
drowsy,adjective,mturk2,5,,189,30,,6.3
ducks,noun,mturk2,5,,315,30,,10.5
due,adjective,mturk2,5,,291,30,,9.7
dump,verb,mturk2,5,,325,30,,10.83333333
dunk,verb,mturk2,5,,313,30,,10.43333333
duplicate,adjective,mturk2,5,,166,30,,5.533333333
dynamite,noun,mturk2,5,,229,30,,7.633333333
dynasty,noun,mturk2,5,,201,30,,6.7
eager,adjective,mturk2,5,,220,30,,7.333333333
earnestness,noun,mturk2,5,,197,30,,6.566666667
easter,noun,mturk2,5,,317,30,,10.56666667
economy,noun,mturk2,5,,241,30,,8.033333333
ecstasy,noun,mturk2,5,,183,30,,6.1
editor,noun,mturk2,5,,252,30,,8.4
effect,noun,mturk2,5,,172,30,,5.733333333
effort,noun,mturk2,5,,292,31,,9.419354839
ego,noun,mturk2,5,,433,30,,14.43333333
einstein,noun,mturk2,5,,273,30,,9.1
elaborate,adjective,mturk2,5,,199,30,,6.633333333
electrician,noun,mturk2,5,,255,30,,8.5
electron,noun,mturk2,5,,226,30,,7.533333333
elements,noun,mturk2,5,,261,30,,8.7
elf,noun,mturk2,5,,235,30,,7.833333333
elimination,noun,mturk2,5,,218,30,,7.266666667
embrace,verb,mturk2,5,,241,30,,8.033333333
empathy,noun,mturk2,5,,259,30,,8.633333333
emperor,noun,mturk2,5,,206,30,,6.866666667
employee,noun,mturk2,5,,240,30,,8
employment,noun,mturk2,5,,324,30,,10.8
endless,adjective,mturk2,5,,159,30,,5.3
energetic,adjective,mturk2,5,,228,30,,7.6
engage,verb,mturk2,5,,273,30,,9.1
engine,noun,mturk2,5,,226,30,,7.533333333
enjoy,verb,mturk2,5,,176,30,,5.866666667
enrage,verb,mturk2,5,,206,30,,6.866666667
entertain,verb,mturk2,5,,301,30,,10.03333333
entertainment,noun,mturk2,5,,223,30,,7.433333333
entrance,noun,mturk2,5,,227,30,,7.566666667
envy,noun,mturk2,5,,219,30,,7.3
equal,adjective,mturk2,5,,206,30,,6.866666667
eraser,noun,mturk2,5,,282,30,,9.4
erect,verb,mturk2,5,,176,30,,5.866666667
erode,verb,mturk2,5,,250,30,,8.333333333
escargot,noun,mturk2,5,,202,30,,6.733333333
essay,noun,mturk2,5,,215,30,,7.166666667
essence,noun,mturk2,5,,223,30,,7.433333333
esteem,noun,mturk2,5,,227,30,,7.566666667
estimate,noun,mturk2,5,,218,30,,7.266666667
etiquette,noun,mturk2,5,,241,30,,8.033333333
europe,noun,mturk2,5,,279,30,,9.3
evacuate,verb,mturk2,5,,223,30,,7.433333333
evaluate,verb,mturk2,5,,160,30,,5.333333333
evening,noun,mturk2,5,,229,30,,7.633333333
ever,other,mturk2,5,,189,30,,6.3
everyday,adjective,mturk2,5,,186,30,,6.2
evict,verb,mturk2,5,,278,30,,9.266666667
ewe,noun,mturk2,5,,162,30,,5.4
exam,noun,mturk2,5,,264,30,,8.8
excedrin,noun,mturk2,5,,246,30,,8.2
excel,verb,mturk2,5,,274,30,,9.133333333
excellent,adjective,mturk2,5,,179,30,,5.966666667
exceptional,adjective,mturk2,5,,205,30,,6.833333333
excise,noun,mturk2,5,,236,29,,8.137931034
executive,adjective,mturk2,5,,198,30,,6.6
exist,verb,mturk2,5,,165,30,,5.5
existence,noun,mturk2,5,,203,30,,6.766666667
expense,noun,mturk2,5,,179,30,,5.966666667
experience,noun,mturk2,5,,186,30,,6.2
expert,noun,mturk2,5,,379,30,,12.63333333
explanation,noun,mturk2,5,,254,30,,8.466666667
explorer,noun,mturk2,5,,220,30,,7.333333333
